match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,00:00:00,1,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.121,4.011,1,86.0,B,NCTL,D
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,00:00:41,1,1,2,0,0,0,0,15,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.312,3.877,1,92.0,B,NCTL,D
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,00:01:09,1,1,3,0,0,0,0,30,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.046,8.669,1,102.0,W,CTL,ND
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,00:01:29,1,1,4,0,0,0,0,40,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.162,6.163,1,120.0,BW,CTL,ND
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,00:02:42,1,2,5,0,0,1,0,0,0,2,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.342,2.573,1,112.0,BW,NCTL,
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,00:03:10,1,2,6,0,0,1,0,0,15,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.974,7.806,3,123.0,C,NCTL,ND
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,00:03:49,1,2,7,0,0,1,0,0,30,2,1,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.246,13.794,3,123.0,W,CTL,D
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,00:04:13,1,2,8,0,0,1,0,0,40,2,2,2,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.828,12.621,3,104.0,W,NCTL,ND
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,00:04:57,1,3,9,0,0,1,1,0,0,1,2,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.138,6.177,1,100.0,BC,NCTL,D
2023-wimbledon-1304,Alejandro Davidovich Fokina,Holger Rune,00:05:29,1,3,10,0,0,1,1,15,0,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.927,4.275,1,114.0,C,NCTL,ND
