match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,00:00:00,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.431,15.414,3,123.0,BC,NCTL,ND
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,00:00:21,1,1,2,0,0,0,0,15,0,1,1,1,2,0,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.582,8.545,3,,C,NCTL,ND
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,00:00:41,1,1,3,0,0,0,0,30,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.989,10.337,2,88.0,BC,NCTL,D
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,00:01:11,1,1,4,0,0,0,0,30,15,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.464,6.812,1,90.0,BW,NCTL,D
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,00:01:39,1,1,5,0,0,0,0,40,15,1,2,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.772,9.738,2,101.0,BW,NCTL,ND
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,00:02:04,1,1,6,0,0,0,0,40,30,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.594,6.557,1,121.0,BW,CTL,
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,00:03:07,1,2,7,0,0,1,0,0,0,2,2,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.558,20.562,6,93.0,C,NCTL,ND
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,00:03:49,1,2,8,0,0,1,0,15,0,2,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.275,5.752,1,111.0,BW,NCTL,D
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,00:04:30,1,2,9,0,0,1,0,15,15,2,1,1,6,3,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.465,39.343,10,118.0,BW,NCTL,ND
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,00:05:20,1,2,10,0,0,1,0,30,15,2,2,1,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.553,17.717,4,86.0,W,NCTL,ND
